Year,Month,tMax,tMin,Air Frost,Rainfall,Sun hours
1933,4,10.5,2.9,,77.1,88.0
1933,5,14.2,5.8,,63.9,26.0
1933,6,18.7,7.5,,56.1,19.0
1933,7,19.9,10.4,,173.7,75.0
1933,8,19.0,9.1,,72.6,49.0
1933,9,17.2,7.4,,26.3,52.0
1933,10,11.4,3.8,,94.0,4.0
1933,11,6.7,0.2,,52.6,43.0
1933,12,3.6,-0.8,,36.8,26.0
1934,1,5.7,-0.1,,284.7,39.0
1934,2,7.3,0.7,,10.1,84.0
1934,3,6.2,-1.7,,113.2,85.0
1934,4,8.9,0.9,,129.2,91.0
1934,5,13.2,3.9,,121.7,44.0
1934,6,17.4,6.9,,65.7,73.0
1934,7,20.4,10.0,,64.2,87.0
1934,8,16.6,8.0,,177.7,8.0
1934,9,15.8,7.1,,181.4,22.0
1934,10,10.9,4.3,,248.0,60.0
1934,11,7.0,0.8,,57.5,57.0
1934,12,7.5,4.3,,222.1,12.0
1935,1,5.6,0.1,,82.2,55.0
1935,2,6.0,-0.1,,195.2,45.0
1935,3,8.4,1.7,,65.3,86.0
1935,4,9.4,1.4,,147.3,97.0
1935,5,13.6,2.2,,29.4,67.0
1935,6,16.2,7.8,,136.1,18.0
1935,7,18.6,8.2,,62.7,17.0
1935,8,18.2,8.4,,127.9,30.0
1935,9,14.2,5.7,,192.1,92.0
1935,10,10.0,3.0,,257.1,51.0
1935,11,7.0,0.9,,155.7,40.0
1935,12,2.9,-2.4,,70.6,59.0
1936,1,3.2,-1.4,,208.0,45.0
1936,2,3.8,-2.8,,86.0,70.0
1936,3,7.7,0.8,,116.4,44.0
1936,4,9.4,-1.0,,37.3,81.0
1936,5,14.8,3.5,,15.4,87.0
1936,6,17.6,7.0,,73.2,66.0
1936,7,16.8,9.2,,174.5,96.0
1936,8,17.7,8.7,,81.7,37.0
1936,9,16.0,8.4,,142.0,87.0
1936,10,11.3,2.8,,174.0,86.0
1936,11,6.4,0.3,,136.0,53.0
1936,12,6.1,0.7,,240.3,38.0
1937,1,5.7,0.6,,235.1,24.0
1937,2,4.8,-0.4,,161.2,78.0
1937,3,3.9,-3.2,,81.5,95.0
1937,4,10.9,3.3,,73.5,64.0
1937,5,14.7,4.9,,65.7,54.0
1937,6,15.8,7.1,,104.2,52.0
1937,7,17.6,9.2,,109.7,98.0
1937,8,18.7,8.9,,110.0,47.0
1937,9,14.4,6.0,,113.4,14.0
1937,10,11.5,4.3,,94.6,65.0
1937,11,7.1,0.6,,30.1,61.0
1937,12,2.8,-2.1,,121.7,48.0
1938,1,6.1,1.1,,241.6,39.0
1938,2,6.3,0.3,,107.4,60.0
1938,3,9.8,3.7,,97.4,63.0
1938,4,11.3,0.0,,23.2,77.0
1938,5,12.4,3.2,,157.2,66.0
1938,6,15.1,6.9,,236.5,61.0
1938,7,16.0,7.6,,225.2,4.0
1938,8,17.8,8.4,,76.7,56.0
1938,9,15.3,6.9,,124.1,78.0
1938,10,11.0,5.0,,290.9,65.0
1938,11,9.0,3.8,,289.8,27.0
1938,12,5.1,0.1,,114.0,42.0
1939,1,3.9,-1.2,,171.6,37.0
1939,2,6.3,0.9,,235.2,35.0
1939,3,7.6,0.7,,142.7,84.0
1939,4,10.5,1.8,,62.8,51.0
1939,5,14.3,4.5,,30.6,56.0
1939,6,17.4,6.6,,107.5,17.0
1939,7,17.1,8.8,,183.1,19.0
1939,8,18.3,9.3,,59.4,20.0
1939,9,15.3,7.0,,73.1,85.0
1939,10,10.0,2.1,,84.3,8.0
1939,11,8.5,2.7,,235.6,30.0
1939,12,4.7,-0.9,,78.6,36.0
1940,1,0.8,-6.3,,85.6,56.0
1940,2,3.1,-1.4,,71.9,41.0
1940,3,6.8,-0.7,,164.8,98.0
1940,4,9.9,1.2,,97.8,87.0
1940,5,16.0,4.4,,37.3,94.0
1940,6,20.4,6.1,,39.1,70.0
1940,7,16.4,7.9,,169.4,33.0
1940,8,16.7,7.8,,71.0,37.0
1940,9,13.7,4.6,,134.8,37.0
1940,10,10.7,4.3,,151.3,48.0
1940,11,7.6,2.0,,179.6,49.0
1940,12,5.0,-0.2,,187.5,39.0
1941,1,0.6,-4.3,,41.8,44.0
1941,2,3.3,-2.7,,101.7,54.0
1941,3,6.0,-1.9,,115.7,81.0
1941,4,7.9,0.4,,74.5,83.0
1941,5,12.6,2.1,,95.4,36.0
1941,6,17.0,6.6,,50.3,76.0
1941,7,18.2,8.4,,118.5,53.0
1941,8,16.1,7.9,,181.9,28.0
1941,9,16.4,8.4,,66.5,84.0
1941,10,11.8,4.2,,163.3,95.0
1941,11,7.7,1.0,,134.0,56.0
1941,12,6.5,0.6,,85.2,36.0
1942,1,2.1,-2.8,,210.9,38.0
1942,2,1.7,-5.1,,73.3,60.0
1942,3,5.9,-1.4,,119.5,90.0
1942,4,11.9,1.2,,80.8,96.0
1942,5,13.8,2.7,,137.7,6.0
1942,6,16.2,5.6,,28.8,71.0
1942,7,17.2,7.6,,102.0,52.0
1942,8,16.4,10.2,,137.3,58.0
1942,9,14.1,6.7,,179.0,18.0
1942,10,10.8,4.7,,170.0,62.0
1942,11,7.4,-0.6,,37.7,73.0
1942,12,7.3,1.7,,234.7,33.0
1943,1,4.7,0.1,,200.6,23.0
1943,2,7.6,1.9,,139.5,59.0
1943,3,8.9,0.4,,60.4,4.0
1943,4,11.4,3.7,,101.9,20.0
1943,5,14.0,2.8,,172.6,89.0
1943,6,16.0,6.7,,154.8,53.0
1943,7,17.8,8.0,,99.0,97.0
1943,8,16.1,8.2,,193.9,92.0
1943,9,14.4,5.6,,148.9,83.0
1943,10,11.8,4.3,,256.1,66.0
1943,11,7.3,1.2,,105.9,79.0
1943,12,4.9,0.0,,68.8,37.0
1944,1,6.6,1.1,,199.5,16.0
1944,2,5.2,-1.4,,91.4,75.0
1944,3,8.2,-0.8,,17.0,18.0
1944,4,11.3,3.9,,94.7,2.0
1944,5,12.9,3.3,,97.9,42.0
1944,6,15.6,6.6,,142.7,54.0
1944,7,17.7,9.8,,79.2,79.0
1944,8,18.4,8.8,,107.8,45.0
1944,9,13.8,4.8,,157.0,91.0
1944,10,10.3,2.7,,115.5,80.0
1944,11,6.4,0.7,,262.6,46.0
1944,12,4.8,0.2,,208.7,41.0
1945,1,1.9,-4.3,,161.4,81.0
1945,2,7.3,1.7,,209.5,46.0
1945,3,9.8,1.3,,122.4,68.0
1945,4,11.7,1.7,,80.1,69.0
1945,5,13.7,3.9,,160.7,33.0
1945,6,15.8,7.2,,127.1,44.0
1945,7,18.6,8.9,,99.7,42.0
1945,8,18.3,8.0,,50.9,81.0
1945,9,15.7,6.9,,177.0,72.0
1945,10,13.3,5.1,,156.5,87.0
1945,11,8.8,3.0,,16.1,44.0
1945,12,6.2,-0.2,,88.1,30.0
1946,1,4.0,-2.8,,193.5,48.0
1946,2,6.8,-0.2,,99.9,96.0
1946,3,7.3,-0.8,,133.7,89.0
1946,4,12.0,1.7,,50.1,49.0
1946,5,14.8,2.6,,34.3,54.0
1946,6,15.1,4.9,,161.9,36.0
1946,7,16.6,9.1,,116.3,28.0
1946,8,15.8,7.1,,158.8,1.0
1946,9,14.2,7.8,,240.6,54.0
1946,10,10.4,3.8,,22.8,75.0
1946,11,8.3,3.3,,274.3,20.0
1946,12,4.2,-1.6,,165.8,47.0
1947,1,3.3,-1.4,,165.7,26.0
1947,2,-0.4,-5.2,,30.8,61.0
1947,3,2.7,-2.5,,145.1,78.0
1947,4,8.8,1.4,,254.0,80.0
1947,5,15.1,5.0,,88.7,49.0
1947,6,16.0,8.7,,124.9,4.0
1947,7,17.7,9.8,,114.2,17.0
1947,8,22.0,9.8,,0.8,59.0
1947,9,15.6,6.3,,117.2,94.0
1947,10,11.9,5.6,,39.2,56.0
1947,11,7.6,0.9,,220.5,87.0
1947,12,5.9,0.9,,79.4,25.0
1948,1,3.9,0.1,,260.0,21.0
1948,2,5.7,-0.3,,148.1,65.0
1948,3,11.1,1.1,,115.0,30.0
1948,4,11.2,1.5,,111.9,23.0
1948,5,15.0,2.5,,45.0,30.0
1948,6,15.2,7.2,,176.0,31.0
1948,7,17.7,9.0,,101.3,60.0
1948,8,15.3,8.2,,253.9,70.0
1948,9,14.1,7.5,,174.4,83.0
1948,10,11.0,3.8,,151.5,79.0
1948,11,8.6,1.8,,134.7,56.0
1948,12,6.2,0.2,,200.4,37.0
1949,1,6.1,0.3,,173.1,28.0
1949,2,6.7,0.3,,164.8,62.0
1949,3,7.7,-0.7,,63.2,34.0
1949,4,11.0,3.6,,163.8,16.0
1949,5,14.2,2.8,,83.2,4.0
1949,6,18.2,6.6,,33.2,32.0
1949,7,18.6,8.7,,67.1,72.0
1949,8,17.4,10.2,,93.4,38.0
1949,9,17.0,9.6,,68.3,32.0
1949,10,11.8,6.3,,190.7,55.0
1949,11,7.2,2.1,,168.2,44.0
1949,12,6.3,1.2,,305.0,33.0
1950,1,4.8,0.3,,120.5,34.0
1950,2,4.8,-1.3,,161.8,68.0
1950,3,9.0,0.9,,173.8,90.0
1950,4,8.6,-0.1,,156.8,12.0
1950,5,14.1,4.2,,57.3,44.0
1950,6,18.1,7.4,,131.8,85.0
1950,7,17.2,9.0,,152.5,26.0
1950,8,16.4,8.6,,206.4,14.0
1950,9,13.2,6.3,,308.8,80.0
1950,10,10.2,4.3,,118.2,67.0
1950,11,6.0,0.0,,122.8,57.0
1950,12,1.9,-3.0,,63.5,51.0
1951,1,3.6,-0.6,,200.1,36.0
1951,2,3.8,-1.3,,117.0,47.0
1951,3,4.8,-2.7,,134.6,69.0
1951,4,7.8,-0.5,,137.0,61.0
1951,5,12.7,2.3,,55.7,83.0
1951,6,16.5,5.9,,61.9,78.0
1951,7,17.5,9.2,,118.9,48.0
1951,8,15.8,8.6,,181.5,5.0
1951,9,15.2,7.4,,175.2,11.0
1951,10,11.8,3.7,,11.7,97.0
1951,11,8.7,3.3,,262.0,32.0
1951,12,6.0,-0.4,,239.5,34.0
1952,1,2.3,-3.9,,193.1,53.0
1952,2,5.2,-1.7,,31.2,85.0
1952,3,7.7,0.8,,99.2,97.0
1952,4,11.9,1.8,,93.3,30.0
1952,5,15.9,5.6,,71.5,58.0
1952,6,15.4,6.2,,110.5,57.0
1952,7,18.1,8.7,,92.1,63.0
1952,8,16.8,9.3,,114.0,16.0
1952,9,11.9,4.7,,59.7,88.0
1952,10,9.8,2.3,,128.7,79.0
1952,11,4.9,-1.2,,100.5,87.0
1952,12,3.7,-1.3,,133.2,37.0
1953,1,5.0,0.4,,64.1,37.0
1953,2,5.8,0.0,,51.8,65.0
1953,3,9.4,-1.4,,23.1,27.0
1953,4,9.3,-0.9,,111.8,42.0
1953,5,15.3,5.9,,73.7,59.0
1953,6,17.1,7.9,,139.8,41.0
1953,7,16.6,8.7,,242.7,13.0
1953,8,17.3,8.2,,124.5,28.0
1953,9,15.2,8.0,,145.8,74.0
1953,10,11.4,3.3,,90.3,75.0
1953,11,8.6,3.4,,221.7,28.0
1953,12,7.2,1.8,,111.2,37.0
1954,1,4.0,-1.0,1.0,140.9,54.0
1954,2,2.9,-3.5,2.0,110.1,32.0
1954,3,6.9,0.0,1.0,112.8,82.0
1954,4,10.6,0.7,1.0,35.6,56.0
1954,5,13.9,5.1,,178.7,34.0
1954,6,14.8,7.4,,157.7,8.0
1954,7,15.2,7.8,,134.7,90.0
1954,8,15.2,8.4,,148.3,76.0
1954,9,13.3,4.9,,222.8,1.0
1954,10,12.0,5.0,,316.9,50.0
1954,11,7.4,0.8,,273.1,49.0
1954,12,6.5,1.1,1.0,218.7,15.0
1955,1,2.6,-2.2,1.0,147.5,39.0
1955,2,1.8,-4.0,2.0,86.5,95.0
1955,3,5.1,-3.0,2.0,86.8,37.0
1955,4,12.6,2.4,,63.8,51.0
1955,5,12.3,2.5,,104.2,4.0
1955,6,15.7,6.2,,77.9,63.0
1955,7,21.9,9.0,,65.1,57.0
1955,8,20.2,9.8,,39.1,85.0
1955,9,15.6,7.4,,118.2,15.0
1955,10,10.3,2.4,,78.9,83.0
1955,11,8.7,2.0,,48.2,56.0
1955,12,5.7,-0.2,1.0,205.1,44.0
1956,1,3.5,-2.5,2.0,112.4,49.0
1956,2,3.1,-4.2,2.0,53.7,70.0
1956,3,8.4,0.5,1.0,65.6,28.0
1956,4,10.1,-1.2,1.0,26.7,59.0
1956,5,14.0,4.2,,98.4,67.0
1956,6,15.4,6.3,,91.9,48.0
1956,7,16.9,9.3,,173.6,19.0
1956,8,14.6,6.3,,225.6,1.0
1956,9,15.6,8.1,,121.7,80.0
1956,10,11.3,4.1,,130.5,96.0
1956,11,8.1,0.5,1.0,71.5,63.0
1956,12,6.7,2.1,,218.7,10.0
1957,1,6.4,-0.4,1.0,259.2,43.0
1957,2,5.7,-1.9,1.0,135.2,80.0
1957,3,10.1,3.1,,134.6,63.0
1957,4,11.6,1.9,,73.9,61.0
1957,5,13.8,2.9,,55.5,7.0
1957,6,18.3,6.2,,42.4,75.0
1957,7,18.1,10.2,,125.3,13.0
1957,8,16.8,9.2,,168.5,11.0
1957,9,13.2,6.1,,108.5,15.0
1957,10,11.5,4.5,,196.5,65.0
1957,11,7.7,2.2,,59.7,45.0
1957,12,5.9,-0.9,1.0,158.1,44.0
1958,1,4.0,-2.7,1.0,163.9,52.0
1958,2,4.7,-1.7,1.0,127.8,57.0
1958,3,5.0,-2.2,2.0,49.3,1.0
1958,4,10.2,0.9,1.0,63.3,26.0
1958,5,12.7,3.0,,110.2,48.0
1958,6,15.7,7.1,,94.7,19.0
1958,7,18.3,9.3,,170.0,61.0
1958,8,17.6,9.3,,153.7,8.0
1958,9,17.1,8.5,,155.3,3.0
1958,10,11.9,4.9,,119.2,74.0
1958,11,8.0,0.6,1.0,54.2,34.0
1958,12,4.9,-1.1,1.0,136.9,34.0
1959,1,2.8,-4.7,2.0,101.9,96.0
1959,2,6.0,0.0,1.0,52.1,45.0
1959,3,8.8,2.0,,105.1,74.0
1959,4,10.7,1.7,1.0,116.8,22.0
1959,5,16.6,5.0,,76.8,7.0
1959,6,17.1,7.9,,99.7,74.0
1959,7,18.3,8.5,,135.3,65.0
1959,8,19.4,9.8,,24.6,88.0
1959,9,17.5,6.2,,46.1,52.0
1959,10,14.6,6.4,,161.1,30.0
1959,11,8.2,2.3,,258.2,42.0
1959,12,6.3,0.7,1.0,234.0,19.0
1960,1,4.7,-1.6,2.0,180.8,42.0
1960,2,4.5,-3.3,2.0,201.5,90.0
1960,3,7.7,1.5,,56.6,84.0
1960,4,11.8,2.7,,146.8,25.0
1960,5,15.7,5.3,,80.8,71.0
1960,6,19.0,7.9,,97.8,45.0
1960,7,16.9,8.4,,112.0,16.0
1960,8,17.0,8.4,,148.6,39.0
1960,9,14.7,6.2,,93.2,22.0
1960,10,11.5,5.8,,75.4,70.0
1960,11,7.5,1.6,,202.1,55.0
1960,12,4.4,-1.7,2.0,166.4,52.0
1961,1,4.0,-2.2,2.0,138.5,45.0
1961,2,7.2,1.6,,153.8,50.0
1961,3,9.4,3.1,,72.4,77.0
1961,4,11.2,3.6,,93.6,88.0
1961,5,13.6,4.5,,61.7,61.0
1961,6,15.5,7.2,,58.5,46.0
1961,7,16.2,8.4,,96.7,4.0
1961,8,16.5,7.7,,148.2,39.0
1961,9,16.4,8.4,,170.2,95.0
1961,10,11.5,5.0,,213.2,81.0
1961,11,6.8,1.7,,104.4,58.0
1961,12,3.2,-3.6,2.0,120.4,63.0
1962,1,5.1,-1.4,1.0,276.2,47.0
1962,2,5.7,0.1,1.0,101.8,75.0
1962,3,4.8,-3.4,2.0,64.1,15.0
1962,4,10.2,0.9,,117.8,82.0
1962,5,12.7,3.9,,85.2,73.0
1962,6,15.9,5.6,,84.1,77.0
1962,7,16.2,7.8,,106.6,23.0
1962,8,15.5,8.4,,248.9,28.0
1962,9,13.7,6.9,,215.1,73.0
1962,10,12.2,4.4,,76.6,95.0
1962,11,6.3,0.0,1.0,99.3,47.0
1962,12,3.9,-2.7,2.0,108.4,55.0
1963,1,0.8,-5.2,2.0,52.8,66.0
1963,2,1.4,-6.8,2.0,41.0,7.0
1963,3,7.5,0.3,1.0,226.4,80.0
1963,4,10.0,2.4,,119.7,14.0
1963,5,12.3,3.4,,156.7,83.0
1963,6,17.0,8.1,,118.3,52.0
1963,7,17.2,8.0,,85.9,54.0
1963,8,15.6,8.4,,163.4,92.0
1963,9,14.7,5.9,,126.4,27.0
1963,10,11.9,4.9,,143.5,81.0
1963,11,8.0,1.7,1.0,284.5,45.0
1963,12,4.3,-0.8,1.0,56.3,43.0
1964,1,5.5,-0.6,1.0,78.4,40.0
1964,2,5.5,-0.5,1.0,43.6,60.0
1964,3,5.2,-0.1,1.0,79.8,59.0
1964,4,10.4,3.4,,93.7,90.0
1964,5,14.7,5.9,,146.7,57.0
1964,6,15.3,7.7,,124.6,36.0
1964,7,17.0,8.6,,99.4,42.0
1964,8,16.7,8.3,,103.6,20.0
1964,9,15.7,6.7,,144.3,39.0
1964,10,10.5,3.3,,130.9,74.0
1964,11,8.6,1.3,1.0,119.9,63.0
1964,12,4.4,-2.3,2.0,218.5,34.0
1965,1,3.9,-2.2,2.0,193.2,67.0
1965,2,5.3,-1.7,2.0,28.0,55.0
1965,3,6.9,-1.5,2.0,98.2,1.0
1965,4,10.8,0.9,,110.3,62.0
1965,5,13.3,4.9,,81.9,3.0
1965,6,16.6,7.8,,158.1,23.0
1965,7,15.3,6.9,,128.5,7.0
1965,8,16.4,7.8,,147.1,25.0
1965,9,13.4,6.9,,150.6,68.0
1965,10,12.6,4.7,,146.1,89.0
1965,11,4.7,-0.5,1.0,108.7,86.0
